Time,V,n,m,h
15.08,-59.329254,0.39705816,0.129161,0.43852726
15.09,-55.389984,0.40422994,0.1427346,0.45183092
15.1,-53.76158,0.40109938,0.15647794,0.4362761
15.11,-56.61915,0.3981539,0.105925955,0.44107676
15.12,-57.279858,0.40105653,0.14380778,0.44246584
15.13,-55.793407,0.40059733,0.15624942,0.4438202
15.14,-55.934135,0.40006045,0.14386459,0.43711168
15.15,-54.67072,0.4026758,0.11284506,0.44734064
15.16,-55.787815,0.3970741,0.11544262,0.44108137
15.17,-54.377346,0.39219075,0.11839559,0.43165952
15.18,-57.489838,0.4001955,0.124203205,0.44484273
15.19,-55.903965,0.40247858,0.16868883,0.4412758
15.2,-55.676735,0.39821985,0.13102812,0.4432108
15.21,-58.347786,0.4004892,0.10406497,0.439749
15.22,-58.27935,0.39279556,0.14461158,0.4429491
15.23,-52.790714,0.4030188,0.13469669,0.43652698
15.24,-55.4584,0.40578794,0.115894176,0.44337627
15.25,-55.00184,0.3992805,0.118755095,0.43686962
15.26,-53.98196,0.39590034,0.13236447,0.44352114
15.27,-56.601135,0.3994602,0.116766796,0.43899786
15.28,-56.02444,0.39623612,0.14698869,0.4404369
15.29,-54.660057,0.40486372,0.11982779,0.4443215
15.3,-55.989704,0.3993011,0.14272627,0.4396221
15.31,-56.703438,0.41100803,0.1366029,0.44657168
15.32,-53.680424,0.39981854,0.1512704,0.4354874
15.33,-56.036877,0.39426142,0.1158731,0.44390303
15.34,-56.56958,0.39794973,0.12305713,0.43990168
15.35,-56.914,0.39533493,0.14240055,0.44316116
15.36,-58.673603,0.39584005,0.12998581,0.43824005
15.37,-55.808105,0.40676108,0.13679926,0.4392489
15.38,-55.641544,0.40196085,0.16602163,0.44120666
15.39,-51.558838,0.4069967,0.14863455,0.43653706
15.4,-57.311565,0.40191686,0.14541562,0.43258435
15.41,-58.676285,0.4006422,0.12329785,0.43603536
15.42,-56.134907,0.40802845,0.13202849,0.4379038
15.43,-57.79016,0.41408196,0.120726444,0.4436093
15.44,-55.960255,0.40678063,0.14139967,0.43441847
15.45,-53.58924,0.40860334,0.12731554,0.43315068
15.46,-55.732605,0.3956603,0.14698628,0.4355758
15.47,-52.235878,0.40506878,0.12175124,0.441451
15.48,-52.20688,0.4216623,0.10339039,0.42631197
15.49,-55.63103,0.4042723,0.14995304,0.43873328
15.5,-57.61033,0.4066864,0.15564056,0.43800798
15.51,-56.749725,0.39848316,0.13292626,0.43664974
15.52,-54.95135,0.40924475,0.1643998,0.43770775
15.53,-53.231,0.4040361,0.13840026,0.438649
15.54,-52.835873,0.39927924,0.13607489,0.43166623
15.55,-53.642994,0.40478846,0.1465389,0.4412944
15.56,-55.497528,0.405834,0.14945443,0.43763936
15.57,-54.67075,0.40908575,0.14929555,0.4396504
15.58,-53.516525,0.39989635,0.14888126,0.4297366
15.59,-56.23224,0.41743127,0.15398404,0.42568666
15.6,-53.07303,0.41327286,0.13424551,0.42515582
15.61,-57.66127,0.4040464,0.19585286,0.42383462
15.62,-53.238167,0.41262618,0.17774516,0.43410745
15.63,-52.19807,0.40962124,0.14149266,0.4274997
15.64,-56.276558,0.39849627,0.13716233,0.41700953
15.65,-52.33743,0.40520504,0.1412004,0.42975548
15.66,-53.656364,0.39672902,0.14653316,0.41987875
15.67,-56.316456,0.39722377,0.15907848,0.43044654
15.68,-52.12188,0.4035454,0.14228204,0.43212262
15.69,-51.49558,0.40557835,0.12785381,0.43214414
15.7,-53.469463,0.41614974,0.13372087,0.437192
15.71,-53.35813,0.40716103,0.1456658,0.43539944
15.72,-54.1886,0.404587,0.14651015,0.42315
15.73,-53.81766,0.40767592,0.17463352,0.42797744
15.74,-53.761017,0.4056561,0.15887977,0.427956
15.75,-58.726284,0.41490656,0.15651636,0.43222222
15.76,-52.913742,0.40970948,0.14041705,0.42229602
15.77,-52.12318,0.40934834,0.13725168,0.4167521
15.78,-55.009743,0.40968695,0.14023809,0.42459732
15.79,-51.758747,0.40502435,0.17801125,0.41758806
15.8,-52.810707,0.41633645,0.1908918,0.42637917
15.81,-53.583416,0.40573415,0.1484815,0.41993627
15.82,-49.712624,0.41311127,0.14211611,0.41599923
15.83,-52.949352,0.40719584,0.16956091,0.4191742
15.84,-51.954865,0.4085258,0.1742978,0.4248709
15.85,-53.08693,0.40557972,0.14757743,0.4224134
15.86,-53.17649,0.4184845,0.17589866,0.42113405
15.87,-51.459564,0.3976493,0.160562,0.41847807
15.88,-54.03148,0.4119797,0.1729271,0.4167605
15.89,-51.60684,0.41012493,0.16633984,0.42297494
15.9,-53.79537,0.4027406,0.16870476,0.4297976
15.91,-50.706924,0.4218352,0.16976137,0.41812116
15.92,-53.04828,0.4218517,0.15950778,0.4221293
15.93,-51.75377,0.4138856,0.14903873,0.4202473
15.94,-53.95035,0.42114642,0.16346301,0.42655632
15.95,-50.89806,0.4081067,0.1817673,0.4173954
15.96,-50.38212,0.4097472,0.1958012,0.42362034
15.97,-54.61218,0.4130245,0.18224865,0.41130823
15.98,-51.559505,0.41128632,0.19350281,0.42166513
15.99,-51.156097,0.41519034,0.14653555,0.41952324
16.0,-49.95954,0.4235709,0.16602582,0.40609375
16.01,-51.07633,0.4135622,0.15878631,0.41547123
16.02,-50.317673,0.41854373,0.16613503,0.41786656
16.03,-51.13378,0.40957958,0.19712767,0.4221761
16.04,-48.264057,0.4165172,0.19039573,0.40580678
16.05,-49.517456,0.4116097,0.17780961,0.40250936
16.06,-48.068806,0.41551986,0.18013762,0.42264795
16.07,-50.2517,0.42691866,0.20224719,0.40237942
16.08,-50.205696,0.401544,0.1948768,0.41677445
16.09,-51.98952,0.41300964,0.18739127,0.40471095
16.1,-50.402615,0.4167324,0.17962527,0.3984275
16.11,-49.905773,0.41558522,0.2002422,0.41545284
16.12,-50.91098,0.42222944,0.1567855,0.4113972
16.13,-46.768757,0.42141876,0.1733512,0.42237997
16.14,-47.05125,0.42862603,0.19931896,0.41031864
16.15,-47.498375,0.40732452,0.19366674,0.41332301
16.16,-49.17422,0.4258905,0.21558668,0.4167969
16.17,-50.225986,0.426013,0.20805307,0.40611294
16.18,-46.904247,0.42411208,0.22570169,0.4047719
16.19,-50.168568,0.42568082,0.1962522,0.41036153
16.2,-47.143795,0.41716254,0.22846432,0.39746207
16.21,-47.191936,0.41684562,0.23071136,0.4118045
16.22,-48.93893,0.4139809,0.22394022,0.4049989
16.23,-46.112453,0.42296678,0.19054025,0.4111415
16.24,-47.979313,0.4279826,0.19458239,0.39821723
16.25,-48.987213,0.4211967,0.22599691,0.40093923
16.26,-45.898754,0.42320597,0.21233405,0.40738192
16.27,-44.497993,0.42150217,0.23750849,0.40743396
16.28,-48.857952,0.4211195,0.21120352,0.4010264
16.29,-49.062878,0.42043102,0.22591433,0.39638734
16.3,-48.193253,0.43162516,0.20353451,0.40018
16.31,-46.303288,0.4139972,0.2231484,0.40042195
16.32,-49.322178,0.42374283,0.21763639,0.40606022
16.33,-49.37103,0.42627206,0.21504371,0.39795268
16.34,-47.855553,0.42037833,0.24178481,0.3955678
16.35,-47.172695,0.4184945,0.21204469,0.3981646
16.36,-45.23019,0.41834196,0.2531276,0.39128447
16.37,-45.175278,0.42305037,0.27576017,0.38480797
16.38,-44.415485,0.42295694,0.24689199,0.39725965
16.39,-45.38321,0.43211693,0.26402634,0.3934305
16.4,-45.227417,0.43307754,0.24081326,0.38932928
16.41,-43.947174,0.432254,0.23822685,0.38805988
16.42,-44.753746,0.4241937,0.2658178,0.38554314
16.43,-41.494793,0.4327161,0.22943638,0.39111114
16.44,-42.50093,0.4348446,0.26068836,0.38649824
16.45,-43.224464,0.43232498,0.24944556,0.3907172
16.46,-41.11013,0.4326902,0.27427158,0.38625172
16.47,-41.384468,0.4383125,0.26963156,0.39684758
16.48,-39.416676,0.42773202,0.28208062,0.37713408
16.49,-42.241592,0.43444872,0.25583655,0.3762736
16.5,-37.150196,0.43504608,0.25349468,0.38259724
16.51,-39.493046,0.4335312,0.27139813,0.37622777
16.52,-43.428936,0.42307788,0.30924168,0.375888
16.53,-37.81189,0.42870906,0.31958437,0.37478226
16.54,-37.1495,0.4373633,0.30390254,0.37628156
16.55,-37.128952,0.43276188,0.29149055,0.38279667
16.56,-36.30481,0.43837753,0.29987627,0.36936873
16.57,-38.31697,0.43145892,0.27535415,0.38115445
16.58,-35.300934,0.44257838,0.30771938,0.36254084
16.59,-34.663204,0.44332638,0.32801768,0.36633205
16.6,-32.915855,0.44408992,0.3036199,0.3678455
16.61,-32.386765,0.43546107,0.33241588,0.36234578
16.62,-32.60701,0.45673084,0.33898744,0.3653949
16.63,-30.52619,0.45842218,0.34281757,0.35774377
16.64,-29.436613,0.44727755,0.39248845,0.3476524
16.65,-28.398129,0.44893563,0.37878394,0.36017653
16.66,-29.124594,0.45046225,0.35827634,0.34585533
16.67,-27.207415,0.45004514,0.38293722,0.35403514
16.68,-24.45323,0.4516445,0.3809635,0.3404107
16.69,-23.876995,0.4497294,0.4095556,0.34823152
16.7,-22.791546,0.4540525,0.44171688,0.33082053
16.71,-22.863194,0.45914334,0.42553356,0.35283086
16.72,-21.928974,0.461952,0.43909693,0.3341806
16.73,-17.867027,0.45925352,0.45117655,0.33107358
16.74,-15.013267,0.46297377,0.44954896,0.32896543
16.75,-14.792833,0.45352927,0.46566346,0.3241573
16.76,-12.32894,0.46158814,0.49301234,0.31586754
16.77,-13.907275,0.46316805,0.50317687,0.3177619
16.78,-10.037171,0.4627557,0.52354926,0.32250926
16.79,-7.584083,0.47303718,0.5543249,0.3109102
16.8,-4.754022,0.46819016,0.53605837,0.31660387
16.81,-4.2774897,0.47122392,0.56545174,0.31063494
16.82,-0.06703889,0.47406542,0.58225685,0.3100014
16.83,1.3030231,0.48659053,0.58234,0.30874264
16.84,1.236852,0.48418322,0.60783565,0.30024067
16.85,4.208191,0.4925794,0.647443,0.30875874
16.86,6.9073157,0.49090782,0.6409223,0.29791862
16.87,9.345271,0.50071186,0.6924731,0.2871305
16.88,12.59798,0.4988677,0.701872,0.29950434
16.89,15.68808,0.49573654,0.6841536,0.30280352
16.9,15.956407,0.49673972,0.71284324,0.29540536
16.91,18.029013,0.51523644,0.71236175,0.2908865
16.92,19.450092,0.51735264,0.71211714,0.27404013
16.93,18.679306,0.5197037,0.78059626,0.27806583
16.94,19.952585,0.51937383,0.77575177,0.27542117
16.95,24.405396,0.521861,0.7700008,0.2677441
16.96,24.804016,0.5236403,0.83465576,0.2699342
16.97,26.381907,0.52554566,0.8292586,0.26871905
16.98,26.330576,0.5331691,0.8373968,0.26914978
16.99,25.4778,0.5259886,0.8332762,0.2726419
17.0,29.144018,0.53802747,0.853885,0.25731257
17.01,30.179758,0.540721,0.840622,0.25335577
17.02,31.883251,0.5395959,0.85553086,0.25101414
17.03,31.15421,0.5466962,0.8574474,0.2508123
17.04,31.73132,0.5488035,0.8782199,0.24809405
17.05,29.238987,0.5529575,0.89050233,0.25613272
17.06,30.396727,0.5574265,0.88401383,0.2426361
17.07,32.05369,0.5612089,0.9101149,0.2378521
17.08,32.275574,0.5729968,0.90720195,0.23311275
17.09,28.876135,0.5706954,0.9466307,0.23447041
17.1,32.978638,0.5709443,0.9018377,0.22900173
17.11,31.703,0.5801932,0.92989737,0.22787753
17.12,31.1614,0.58103806,0.93929905,0.23453848
17.13,30.756601,0.5897019,0.94105047,0.22536542
17.14,32.352867,0.59317344,0.9445311,0.22702348
17.15,31.644535,0.58809966,0.9398071,0.21836722
17.16,28.926092,0.6004713,0.9385892,0.21617872
17.17,27.61007,0.60549694,0.9509885,0.2218306
17.18,32.336792,0.5946945,0.95939875,0.21976523
17.19,30.517881,0.5954892,0.9699506,0.2133062
17.2,28.81749,0.6021269,0.97515744,0.22914235
17.21,28.066038,0.5997511,0.95814425,0.20051654
17.22,27.105556,0.60547525,0.95683235,0.20274743
17.23,25.029352,0.62087196,0.95099115,0.21380053
17.24,27.353607,0.62305105,0.9866929,0.19643822
17.25,28.101337,0.6258554,1.0,0.20125592
17.26,26.509798,0.6265975,0.9730238,0.1970512
17.27,26.335733,0.6264309,0.98683447,0.19094607
17.28,25.092257,0.6361551,0.9578731,0.19712493
17.29,23.652554,0.6374774,0.99570966,0.1909545
17.3,24.188248,0.63762116,0.98502415,0.19885617
17.31,23.036985,0.6326353,0.9856329,0.181589
17.32,21.766033,0.63357234,0.950857,0.18961446
17.33,22.640202,0.63246137,0.99133855,0.1838427
17.34,23.782082,0.6493103,0.98684597,0.18084311
17.35,20.93618,0.6466243,1.0,0.18539017
17.36,20.066315,0.6550368,0.99943835,0.18759666
17.37,20.822634,0.65553933,0.9929255,0.17553374
17.38,19.418766,0.6569848,0.9796069,0.17415348
17.39,19.743086,0.64966744,0.9614747,0.16779554
17.4,19.09065,0.66060007,0.96008754,0.16963159
17.41,19.811771,0.65498394,0.98293555,0.16926809
17.42,15.605597,0.6562007,0.99946165,0.1714902
17.43,17.368736,0.6615552,0.9977604,0.1691481
17.44,16.559126,0.65870893,0.977583,0.16336997
17.45,13.75362,0.68312085,0.9922399,0.16148171
17.46,17.19687,0.66599613,0.9748017,0.16427243
17.47,12.837252,0.6761455,1.0,0.16151096
17.48,14.357742,0.6709153,0.99473673,0.16700435
17.49,15.334055,0.68031013,0.96870965,0.16887634
17.5,14.194563,0.66657925,0.9661283,0.15598197
17.51,12.486305,0.67401946,1.0,0.15578137
17.52,15.655331,0.678112,1.0,0.1544479
17.53,13.009774,0.69110495,0.98374677,0.14742254
17.54,14.185917,0.687524,0.99809927,0.1462329
17.55,7.82853,0.6872838,0.97169095,0.1561215
17.56,12.532617,0.69029486,0.9620695,0.14728004
17.57,7.823351,0.6995508,0.9929479,0.154056
17.58,10.1708145,0.7011661,0.9775703,0.13522029
17.59,9.928324,0.69365746,0.990027,0.14193125
17.6,6.8497066,0.6980871,0.9724137,0.13748722
17.61,9.2312,0.70051533,0.991994,0.1377902
17.62,8.120819,0.69910073,0.9664636,0.14090881
17.63,6.552403,0.70258427,0.9938961,0.14056624
17.64,9.372083,0.6961716,0.98436606,0.13732651
17.65,7.9587054,0.7075015,0.97691476,0.14395313
17.66,4.305889,0.7025843,0.9980376,0.1345533
17.67,6.0268493,0.7047919,1.0,0.14176932
17.68,4.810796,0.7079485,1.0,0.13754891
17.69,6.315792,0.71283734,1.0,0.12524998
17.7,2.1509814,0.69842505,0.9719349,0.1283906
17.71,1.5752769,0.71236134,0.9917325,0.124098696
17.72,5.2100706,0.7092674,0.9767083,0.12328681
17.73,0.71314955,0.7202123,0.9928334,0.1142146
17.74,1.8644445,0.7184225,0.97286445,0.11106736
17.75,2.444921,0.71900016,0.9783003,0.1284052
17.76,-0.8912107,0.7130758,0.98099387,0.1329673
17.77,-1.631858,0.7210987,1.0,0.11690023
17.78,-0.17061603,0.72521925,0.96748173,0.12940475
17.79,-1.5121293,0.7267946,0.9667511,0.12563565
17.8,2.145223,0.72326803,0.97790194,0.11194738
17.81,-0.7296829,0.7237351,0.9557809,0.12149558
17.82,-5.040327,0.7260702,0.96946025,0.11630203
17.83,-3.9886413,0.7340819,0.9763821,0.11517368
17.84,-3.2797446,0.7217047,0.96151036,0.11487827
17.85,-5.92816,0.7306637,0.9873703,0.10665436
17.86,-6.5192385,0.7337847,0.982709,0.111438446
17.87,-6.569221,0.7252232,0.9771106,0.112291165
17.88,-3.4983196,0.7246237,0.92380154,0.11331857
17.89,-7.000838,0.73285025,0.962615,0.102219604
17.9,-9.357691,0.7288291,0.9702405,0.10266886
17.91,-7.8565426,0.7321625,0.98923,0.101738386
17.92,-8.687316,0.7338394,0.9852475,0.102231726
17.93,-7.962151,0.73464364,0.9842223,0.09698833
17.94,-10.524817,0.737985,0.9960373,0.10361737
17.95,-6.3028316,0.73717874,0.97359353,0.10142924
17.96,-13.163103,0.7358342,0.9553396,0.10144875
17.97,-11.611634,0.7427982,0.96091354,0.108667985
17.98,-11.224422,0.7391817,0.9509202,0.10557219
17.99,-11.534813,0.7415762,0.9701308,0.102303475
18.0,-11.990569,0.7389576,0.953926,0.09607217
18.01,-12.731356,0.74031836,0.979353,0.10067877
18.02,-13.932924,0.73840165,0.96583843,0.103113756
18.03,-16.899616,0.739086,0.9651053,0.09872999
18.04,-13.166003,0.7377313,0.9968159,0.08568899
18.05,-12.721038,0.732985,0.9572369,0.08806706
18.06,-16.384722,0.74438834,0.95884836,0.09151509
18.07,-14.997559,0.7449757,0.9635784,0.0888644
18.08,-15.748778,0.7480465,0.97279537,0.08457293
18.09,-13.971052,0.7430275,0.9478686,0.08721334
18.1,-14.966035,0.7514259,0.93922305,0.090234056
18.11,-17.010866,0.7524905,0.9687271,0.08633486
18.12,-18.841394,0.7433121,0.9493302,0.089461975
18.13,-18.333267,0.7426991,0.97039795,0.080112725
18.14,-18.932667,0.74815476,0.96341616,0.08341261
18.15,-17.193153,0.7372873,0.9378752,0.08460294
18.16,-20.474052,0.73788184,0.9339335,0.09083033
18.17,-19.686487,0.7549851,0.93541586,0.07723944
18.18,-23.017496,0.7462525,0.9461467,0.080047175
18.19,-18.880232,0.7548657,0.929359,0.08707567
18.2,-20.770756,0.74678904,0.96725076,0.088145204
18.21,-21.81981,0.748153,0.932292,0.08886114
18.22,-21.622253,0.7465068,0.9417928,0.08409128
18.23,-22.646229,0.7429924,0.95943487,0.08085304
18.24,-20.963964,0.7503503,0.9221104,0.07211256
18.25,-24.545479,0.75444293,0.93168813,0.07987625
18.26,-25.433947,0.7539036,0.94920254,0.079590805
18.27,-22.674564,0.7504327,0.9317624,0.07971194
18.28,-25.913525,0.7616562,0.94170564,0.07999552
18.29,-23.382801,0.7523078,0.9241623,0.082309
18.3,-23.202013,0.7518635,0.9122995,0.07717016
18.31,-25.768646,0.75275964,0.8948858,0.06718545
18.32,-23.407684,0.7451463,0.93350136,0.08037578
18.33,-26.777264,0.75609386,0.8907581,0.08128512
18.34,-29.009811,0.7549262,0.9122082,0.067241184
18.35,-24.472395,0.7472599,0.915833,0.0730959
18.36,-27.86443,0.75736326,0.9029264,0.076685324
18.37,-27.418282,0.74090135,0.88422245,0.07151033
18.38,-27.76569,0.7555475,0.86507165,0.08012826
18.39,-27.85251,0.75643843,0.8694973,0.07913647
18.4,-30.189772,0.7511511,0.88069093,0.08550487
18.41,-28.21566,0.7519512,0.8950063,0.070446245
18.42,-29.848333,0.7556943,0.8834312,0.06532155
18.43,-30.892727,0.7534852,0.8787138,0.075791486
18.44,-30.320974,0.7502447,0.86945564,0.07757492
18.45,-32.602966,0.75715804,0.8627346,0.07788925
18.46,-33.81684,0.7548696,0.87469184,0.07334293
18.47,-32.14331,0.7551317,0.87109834,0.07040761
18.48,-33.98827,0.75578564,0.8612447,0.07457302
18.49,-33.38365,0.75001204,0.8306084,0.062703185
18.5,-38.722748,0.76091695,0.84101194,0.062846325
18.51,-34.486828,0.75266314,0.82630175,0.060482424
18.52,-36.98404,0.7496429,0.8301758,0.06884925
18.53,-36.670677,0.75261724,0.8525083,0.07688933
18.54,-38.720062,0.7424322,0.8528594,0.07377662
18.55,-39.708218,0.7468745,0.82674646,0.071407996
18.56,-37.34454,0.74788964,0.8456124,0.059710834
18.57,-38.06942,0.75327325,0.84152126,0.07210977
18.58,-39.797855,0.7500035,0.8149767,0.07306351
18.59,-36.320324,0.75003016,0.81767786,0.06575244
18.6,-40.378242,0.7533423,0.79773736,0.07335108
18.61,-39.74616,0.75519264,0.8024776,0.07176395
18.62,-38.920315,0.75409573,0.78245425,0.062398117
18.63,-40.484283,0.75736547,0.7953217,0.06723268
18.64,-38.234764,0.7553243,0.77885175,0.07190797
18.65,-41.49332,0.7554758,0.7620849,0.07161461
18.66,-42.85912,0.751658,0.7486413,0.07073727
18.67,-43.37353,0.7410526,0.7472378,0.06605047
18.68,-43.911953,0.7460511,0.7791669,0.06723736
18.69,-44.976265,0.74478364,0.72870594,0.07146144
18.7,-44.940624,0.7583358,0.71544653,0.061748978
18.71,-45.698822,0.7510571,0.73195267,0.072871484
18.72,-44.99656,0.75019026,0.72136676,0.071309954
18.73,-49.15099,0.7475626,0.7108963,0.06835554
18.74,-49.440224,0.75509983,0.7315171,0.06280051
18.75,-45.9764,0.7459962,0.6820954,0.06767287
18.76,-49.871384,0.7457344,0.68126625,0.06629817
18.77,-49.06531,0.7503596,0.6953388,0.067721836
18.78,-50.187798,0.7529735,0.68408966,0.063209645
18.79,-48.961845,0.7456601,0.6728171,0.06763544
18.8,-49.686153,0.74821186,0.6615537,0.06996052
18.81,-51.253273,0.74045134,0.60316676,0.07218766
18.82,-50.80104,0.74492466,0.6457933,0.05416651
18.83,-53.50759,0.73985237,0.6206882,0.068232596
18.84,-51.236416,0.7391187,0.6345015,0.07390145
18.85,-54.141006,0.7462505,0.59191567,0.06524831
18.86,-52.85248,0.7374295,0.60589886,0.06430412
18.87,-55.340385,0.74636954,0.5663519,0.06851388
18.88,-57.524498,0.7433711,0.5647079,0.07418633
18.89,-55.343487,0.7394305,0.5898785,0.07411023
18.9,-55.919144,0.7505619,0.54446936,0.06830987
18.91,-56.194176,0.73713464,0.5581988,0.07096844
18.92,-55.72721,0.7434951,0.50042284,0.0811657
18.93,-57.184586,0.74279785,0.49448314,0.07522704
18.94,-56.88498,0.7349415,0.5062215,0.06868636
18.95,-58.11499,0.7296011,0.5006697,0.07836472
18.96,-60.879654,0.7390045,0.47419485,0.07257398
18.97,-59.24515,0.72676927,0.46808285,0.070284605
18.98,-58.657658,0.7365741,0.46034133,0.07921762
18.99,-60.98608,0.7353861,0.44835833,0.076279424
19.0,-65.047935,0.7237742,0.42171642,0.07223612
19.01,-63.960674,0.74368525,0.3778586,0.07084863
19.02,-64.104095,0.7318488,0.38744265,0.084748015
19.03,-63.833572,0.736071,0.39616513,0.090779655
19.04,-67.59561,0.7302139,0.35583568,0.0747831
19.05,-66.19016,0.7291101,0.38324964,0.07454314
19.06,-66.92912,0.72709763,0.32074374,0.084119774
19.07,-66.037834,0.72072685,0.33916128,0.07650801
19.08,-69.8068,0.72809756,0.33276147,0.07969615
19.09,-68.17066,0.7310454,0.28929448,0.08238113
19.1,-69.99571,0.7320906,0.30254343,0.08674894
19.11,-68.2584,0.7266746,0.3135604,0.08060911
19.12,-71.19643,0.71584296,0.25259995,0.08814939
19.13,-68.76416,0.73048294,0.2389288,0.081695914
19.14,-67.85965,0.72524595,0.23696858,0.08409582
19.15,-69.45738,0.727431,0.2323186,0.08643563
19.16,-70.018005,0.7271851,0.22388196,0.08722941
19.17,-69.96435,0.71348727,0.20491974,0.09239578
19.18,-70.4088,0.72617805,0.22499341,0.08502805
19.19,-70.51375,0.7240731,0.18052888,0.09580344
19.2,-72.928,0.7172733,0.18114178,0.0860264
19.21,-72.89288,0.722225,0.15107287,0.09619172
19.22,-70.98414,0.71732324,0.16753265,0.09184141
19.23,-72.14216,0.7253179,0.12969518,0.100346826
19.24,-73.71906,0.7180957,0.14670883,0.09291877
19.25,-72.69524,0.7082603,0.11457948,0.10274368
19.26,-74.310234,0.7171817,0.13662149,0.101645075
19.27,-72.63215,0.71005315,0.12669942,0.094911076
19.28,-73.352104,0.7153708,0.12321394,0.099046715
19.29,-72.84895,0.70847493,0.120630115,0.09926433
19.3,-74.56642,0.70680106,0.13378443,0.10745959
19.31,-74.8663,0.6970662,0.096113995,0.10246763
19.32,-73.49809,0.7039583,0.09430661,0.10365586
19.33,-73.74348,0.71338105,0.0661665,0.10714097
19.34,-72.0194,0.7100982,0.08125322,0.10500267
19.35,-74.24204,0.70765793,0.08086814,0.09754025
19.36,-76.843056,0.7094354,0.0937611,0.10697574
19.37,-75.28745,0.71075493,0.10105012,0.1046983
19.38,-76.22196,0.70242095,0.072127245,0.109912366
19.39,-72.58823,0.7049871,0.057972237,0.10305501
19.4,-75.7873,0.70556504,0.062397815,0.11264885
19.41,-73.17463,0.70019644,0.073027276,0.11115961
19.42,-74.87609,0.704606,0.04701259,0.11357849
19.43,-77.17767,0.7041177,0.067542344,0.11785658
19.44,-75.012474,0.69222224,0.058133747,0.1158214
19.45,-74.89586,0.6962755,0.048859924,0.113718756
19.46,-79.249344,0.6993232,0.035008322,0.10948419
19.47,-72.61292,0.69664615,0.03202197,0.12758999
19.48,-74.78825,0.6952583,0.03726145,0.12270097
19.49,-76.752914,0.68824923,0.040298603,0.11748855
19.5,-75.02279,0.6948085,0.016656766,0.11654723
19.51,-75.08711,0.6881078,0.01718219,0.11436876
19.52,-75.10323,0.69743806,0.042603422,0.13417155
19.53,-72.41526,0.6853702,0.026713835,0.11866696
19.54,-73.92036,0.696468,0.045292575,0.1223804
19.55,-74.03442,0.68737954,0.050442584,0.12076407
19.56,-72.619934,0.6788733,0.0,0.13346416
19.57,-73.93268,0.6888565,0.020911302,0.12312803
19.58,-75.66994,0.6873804,0.040646695,0.11800672
19.59,-73.763306,0.68290997,0.024640493,0.12681404
19.6,-73.93513,0.6853761,0.040052254,0.12989156
19.61,-73.29954,0.6817247,0.035310548,0.12765533
19.62,-74.40693,0.6754942,0.046741083,0.14427365
19.63,-73.36098,0.6779121,0.037583906,0.13666329
19.64,-74.41879,0.6787412,0.0073563047,0.14122346
19.65,-75.14241,0.68316907,0.0,0.13384673
19.66,-74.013145,0.68429625,0.016816042,0.13703158
19.67,-76.17355,0.67776495,0.019906202,0.12962532
19.68,-75.357735,0.6768833,0.013663952,0.13142557
19.69,-75.84985,0.683505,0.015508326,0.13824543
19.7,-74.417015,0.67921877,0.03076924,0.13556813
19.71,-77.21134,0.6791817,0.027347442,0.1354237
19.72,-72.905106,0.67046344,0.025809813,0.12970036
19.73,-74.85327,0.6703762,0.029743312,0.15017614
19.74,-74.08659,0.66431576,0.028810108,0.13890284
19.75,-73.63131,0.6702207,0.02933497,0.13913779
19.76,-76.929115,0.6572474,0.021655887,0.13854203
19.77,-76.2741,0.6645393,0.03691209,0.13846225
19.78,-74.06305,0.6590508,0.021356689,0.15137479
19.79,-71.953674,0.6652234,0.006008233,0.1472628
19.8,-76.08992,0.65889835,0.020315733,0.14887439
19.81,-75.80363,0.6690477,0.0040036887,0.15191525
19.82,-74.584625,0.6660279,0.012169879,0.14203711
19.83,-76.69212,0.6611162,0.041165426,0.15471673
19.84,-74.643135,0.66065055,0.007388551,0.1525252
19.85,-73.92489,0.6654253,0.0052992804,0.14997724
19.86,-73.64657,0.6634246,0.04044058,0.15795907
19.87,-76.37475,0.6603477,0.02494964,0.1554102
19.88,-71.89872,0.6557402,0.0068020457,0.1674716
19.89,-74.50178,0.6565111,0.0,0.15258826
19.9,-75.714806,0.662688,0.005536096,0.16222347
19.91,-73.861,0.66214305,0.02820246,0.15872289
19.92,-74.07207,0.6520882,0.011586415,0.15947737
19.93,-72.60756,0.64249134,0.0,0.16098201
19.94,-75.115204,0.6603403,0.0,0.1613624
19.95,-76.06333,0.64720976,0.0,0.16643934
19.96,-73.12372,0.6581721,0.040871885,0.1602888
19.97,-76.078316,0.6556849,0.0325947,0.15450953
19.98,-73.84884,0.6489183,0.0059753796,0.16393846
19.99,-76.69268,0.6530749,0.051435962,0.1734127
20.0,-74.999504,0.6444094,0.011421285,0.1658135
20.01,-75.49526,0.6623047,0.0,0.17234328
20.02,-74.10085,0.65207416,0.01714343,0.17449547
20.03,-73.48015,0.6450661,0.012730622,0.17442949
20.04,-75.60842,0.6469662,0.01939874,0.17362045
20.05,-73.69269,0.6444851,0.020423986,0.17907059
20.06,-73.86111,0.64394087,0.030210339,0.16891159
20.07,-73.74393,0.6443397,0.015019208,0.17428444
20.08,-76.40213,0.65156054,0.020367993,0.16852301
20.09,-74.32598,0.6369347,0.0,0.18187791
20.1,-72.71106,0.6333223,0.022693368,0.1754654
20.11,-77.51758,0.6405156,0.029850502,0.17834334
20.12,-75.75719,0.63301665,0.0028687464,0.17495827
