Time,V,n,m,h
5.05,-74.777,0.67622375,0.0017376877,0.14493036
5.06,-75.86747,0.6855943,0.01244737,0.15484177
5.07,-74.44851,0.6796983,0.039882526,0.14685123
5.08,-75.01464,0.6766439,0.018588252,0.15191825
5.09,-74.29643,0.6920825,0.0610888,0.15001006
5.1,-75.60439,0.68877035,0.026159253,0.15563759
5.11,-74.8266,0.6774121,0.016376218,0.15110438
5.12,-75.25161,0.67450565,0.03595548,0.15927404
5.13,-75.178,0.67829835,0.02363454,0.15463915
5.14,-72.33876,0.6750211,0.01578767,0.1506832
5.15,-75.26466,0.6761297,0.0,0.15644796
5.16,-72.71644,0.6650382,0.013403461,0.16130343
5.17,-77.41773,0.6789329,0.0,0.1542604
5.18,-73.13729,0.6762471,0.022433136,0.16630489
5.19,-76.048836,0.6753981,0.022023164,0.16339251
5.2,-75.548615,0.6620827,0.031313114,0.17019224
5.21,-74.02658,0.66755253,0.0,0.16215876
5.22,-74.71487,0.6675179,0.010596303,0.17153136
5.23,-75.167725,0.660313,0.0134678725,0.16231193
5.24,-74.840836,0.670711,0.0,0.17003424
5.25,-73.92748,0.6741292,0.021180756,0.17629212
5.26,-76.01207,0.67223144,0.0,0.16271819
5.27,-75.78698,0.65428454,0.017319322,0.17002578
5.28,-73.695915,0.6503768,0.02238323,0.16650791
5.29,-73.64965,0.6744525,0.036298394,0.17785189
5.3,-72.980064,0.6632901,0.009652993,0.16928624
5.31,-76.946304,0.6570017,0.0,0.17507757
5.32,-74.49125,0.6665696,0.016562195,0.17488693
5.33,-73.82834,0.65563446,0.0,0.17957224
5.34,-76.305786,0.66087264,0.011596687,0.18224303
5.35,-74.29965,0.66534233,0.0,0.17548446
5.36,-72.67886,0.65724736,0.007588243,0.18153752
5.37,-76.15221,0.653458,0.012982146,0.17190824
5.38,-74.16714,0.6604395,0.024177123,0.16909593
5.39,-73.094955,0.65871817,0.0,0.17583902
5.4,-73.785416,0.65823275,0.006573827,0.18578804
5.41,-73.14455,0.65550524,0.05579614,0.1829064
5.42,-77.85423,0.6546429,0.0107606575,0.18042848
5.43,-74.875465,0.6524157,0.032491848,0.18555582
5.44,-76.85343,0.6540656,0.028079037,0.19239451
5.45,-74.97245,0.65792054,0.008190319,0.18114038
5.46,-75.57785,0.654386,0.0035085483,0.1869585
5.47,-76.130585,0.64736986,0.0,0.18832837
5.48,-73.31156,0.64158,0.01813152,0.19795929
5.49,-73.32384,0.6466359,0.0062088864,0.18729556
5.5,-72.65128,0.65240735,0.0,0.19732612
5.51,-72.74296,0.6440843,0.022380998,0.18777494
5.52,-73.44322,0.63701314,0.026855115,0.19191645
5.53,-73.16202,0.6436871,0.012375962,0.19547683
5.54,-74.38874,0.64819586,0.04586269,0.20075217
5.55,-77.20127,0.64738774,0.021834657,0.19010462
5.56,-75.15602,0.6413195,0.018206058,0.19899091
5.57,-75.25232,0.63884455,0.0,0.1881801
5.58,-73.214294,0.64492613,0.035702717,0.19320787
5.59,-75.30677,0.6441254,0.0011666091,0.20479923
5.6,-72.599396,0.6339398,0.025362339,0.19123155
5.61,-73.98047,0.63568807,0.026079126,0.20097172
5.62,-75.579094,0.6376795,0.028631859,0.19414411
5.63,-75.34965,0.6399652,0.009013288,0.19853501
5.64,-73.06094,0.63540465,0.019793337,0.2011571
5.65,-74.53817,0.6425785,0.016504014,0.20744547
5.66,-72.87679,0.6291704,0.0,0.20699674
5.67,-73.72115,0.6309332,0.019183215,0.21467957
5.68,-72.75409,0.63814247,0.0039575677,0.20673808
5.69,-71.34412,0.62965584,0.02204925,0.20811312
5.7,-76.298294,0.6315672,0.022857426,0.1994773
5.71,-74.09756,0.63211805,0.017724358,0.21075943
5.72,-75.02942,0.6332606,0.0051325597,0.20548537
5.73,-72.27249,0.6257271,0.014156275,0.20740873
5.74,-72.50046,0.62562245,0.011144664,0.21995416
5.75,-74.47791,0.625532,0.00011931732,0.21146548
5.76,-73.82678,0.6216087,0.005425997,0.21337754
5.77,-74.88347,0.6248815,0.0,0.21123059
5.78,-73.733955,0.631198,0.0077152215,0.21682669
5.79,-71.87634,0.62026596,0.014701318,0.2157733
5.8,-75.076706,0.6229943,0.0,0.22483891
5.81,-75.054,0.6238356,0.011341324,0.21304494
5.82,-74.56807,0.61451125,0.0,0.21510907
5.83,-75.72653,0.6132318,0.0,0.21289317
5.84,-71.63163,0.6261253,0.021860532,0.22403689
5.85,-73.82896,0.6193641,0.035810594,0.22419429
5.86,-72.39414,0.614215,0.043534495,0.22865404
5.87,-74.17491,0.61745125,0.030679805,0.22248921
5.88,-70.34686,0.62168044,0.017955313,0.22156496
5.89,-73.11183,0.6172418,0.046077717,0.23489279
5.9,-74.7938,0.6115469,0.011285981,0.22943108
5.91,-74.22524,0.6158588,0.0,0.22677128
5.92,-73.46374,0.62336224,0.018874565,0.22258036
5.93,-73.011215,0.6264838,0.024295691,0.22912171
5.94,-74.086136,0.6158168,0.010865675,0.22805497
5.95,-74.45429,0.60655904,0.0,0.23090164
5.96,-73.222084,0.61407584,0.009346832,0.23510551
5.97,-74.347984,0.6161993,0.05259913,0.22767593
5.98,-75.17201,0.6176115,0.01261695,0.22343051
5.99,-73.57023,0.612187,0.019590799,0.22301993
6.0,-74.704636,0.6117079,0.0018165316,0.24511449
6.01,-73.48021,0.6080557,0.018497227,0.24761741
6.02,-73.893074,0.6122265,0.015463969,0.2275112
6.03,-75.94862,0.59950453,0.0,0.23903872
6.04,-75.4056,0.6155908,0.022275608,0.23315865
6.05,-75.04336,0.60765404,0.015043217,0.22396542
6.06,-71.90095,0.59627163,0.038742963,0.2384774
6.07,-72.73535,0.60936135,0.0,0.23583089
6.08,-72.974846,0.6049777,0.00046464428,0.2396623
6.09,-73.477135,0.61258715,0.03472414,0.24292947
6.1,-73.66597,0.60386026,0.004302307,0.24765168
6.11,-75.11539,0.6022607,0.019507388,0.24359918
6.12,-72.06726,0.607268,0.023972753,0.2437835
6.13,-76.139145,0.6041908,0.01353545,0.24101499
6.14,-77.164474,0.6043735,0.002768917,0.23749946
6.15,-74.20011,0.6037545,0.03008939,0.24912257
6.16,-76.16151,0.608052,0.053333044,0.24106567
6.17,-72.56644,0.60009044,0.0,0.24815351
6.18,-71.808174,0.5988231,0.0,0.2512777
6.19,-73.495674,0.5938623,0.0,0.25130966
6.2,-74.534454,0.5952566,0.01825581,0.24211653
6.21,-70.460884,0.5906844,0.01350859,0.24147551
6.22,-71.92288,0.59031314,0.028879728,0.25514892
6.23,-72.07054,0.59557015,0.017432738,0.24101806
6.24,-77.96036,0.58822274,0.018796712,0.2561044
6.25,-77.279175,0.5841783,0.018324904,0.24674055
6.26,-73.324425,0.5886338,0.02286289,0.2523715
6.27,-75.52292,0.58776945,0.0007123146,0.2522715
6.28,-75.66863,0.5896117,0.02109995,0.25772333
6.29,-73.933044,0.58209664,0.0,0.25434834
6.3,-74.68826,0.5816563,0.043289326,0.25817207
6.31,-74.16675,0.57968295,0.016395042,0.2538984
6.32,-75.86026,0.59379554,0.046162724,0.257909
6.33,-72.0087,0.5868488,0.010265967,0.26171616
6.34,-72.34664,0.5899402,0.017721668,0.2559392
6.35,-73.86571,0.57994604,0.01710801,0.25866854
6.36,-71.51654,0.58568096,0.011567386,0.2509205
6.37,-74.901024,0.58985436,0.0056620883,0.26335078
6.38,-75.66004,0.5804305,0.020021247,0.26047608
6.39,-73.796616,0.5755207,0.021383349,0.2711674
6.4,-75.19047,0.57789046,0.027423974,0.2690893
6.41,-71.57207,0.5860744,0.030553943,0.26726815
6.42,-75.27541,0.5822557,0.023768026,0.26633078
6.43,-73.18938,0.58360326,0.0,0.2612973
6.44,-74.07177,0.58016735,0.031577237,0.25637904
6.45,-72.74258,0.5770492,0.024263088,0.2680912
6.46,-70.4205,0.5801362,0.007293294,0.2648509
6.47,-73.46727,0.57705057,0.01764259,0.2659929
6.48,-74.70588,0.5812555,0.018634161,0.2769476
6.49,-73.01482,0.5687913,0.011296146,0.26564056
6.5,-72.74329,0.57565594,0.026074568,0.27852035
6.51,-75.14508,0.58537483,0.0,0.2757054
6.52,-72.10579,0.57545483,0.023698445,0.27650568
6.53,-73.09613,0.5682941,0.042266473,0.27165878
6.54,-72.477646,0.57062644,0.012941907,0.27606797
6.55,-72.34137,0.55625474,0.02322959,0.28101277
6.56,-73.045784,0.5709555,0.018014442,0.26871783
6.57,-71.59099,0.5720009,0.0,0.2765228
6.58,-72.34301,0.5766994,0.030658405,0.27625027
6.59,-74.01193,0.56944084,0.0,0.2739664
6.6,-71.52032,0.5731508,0.0262523,0.27718794
6.61,-72.76032,0.5647505,0.024586834,0.28231806
6.62,-73.60518,0.5627016,0.027979378,0.2802039
6.63,-76.36136,0.5676156,0.027317442,0.27884093
6.64,-72.73313,0.5582434,0.011414165,0.27239487
6.65,-71.54807,0.56429833,0.015010158,0.27615786
6.66,-74.159164,0.5638887,0.0067631183,0.28565177
6.67,-74.13157,0.5694599,0.0,0.2730772
6.68,-71.977295,0.56021893,0.009613633,0.28962228
6.69,-72.34413,0.56542724,0.0,0.2860246
6.7,-72.45339,0.56226903,0.016664617,0.28033257
6.71,-75.89803,0.5677888,0.029289484,0.29101142
6.72,-74.57521,0.5644471,0.02974514,0.2858046
6.73,-75.10719,0.56286913,0.023964934,0.2837351
6.74,-72.38144,0.55084544,0.025828052,0.27662548
6.75,-72.61719,0.55522954,0.012288867,0.28687376
6.76,-72.838615,0.5515782,0.0,0.28697535
6.77,-71.78341,0.55503035,0.034713253,0.2953894
6.78,-73.515465,0.5606491,0.032911334,0.29463628
6.79,-71.10004,0.55162966,0.015203331,0.290041
6.8,-72.71764,0.5569761,0.008989286,0.2910431
6.81,-74.60378,0.55634934,0.039477717,0.29685232
6.82,-73.14542,0.5514437,0.015759507,0.28844845
6.83,-72.0524,0.5572841,0.02338856,0.3010281
6.84,-71.50084,0.54880315,0.03211814,0.2952404
6.85,-72.87835,0.5565311,0.044138305,0.28489396
6.86,-73.51209,0.5534337,0.017854271,0.2824044
6.87,-72.42773,0.5519435,0.0343496,0.29669216
6.88,-70.080124,0.55000514,0.007945609,0.29022485
6.89,-73.35063,0.56268793,0.0,0.30259195
6.9,-73.460464,0.5470446,0.03035013,0.30270398
6.91,-73.511375,0.5512044,0.04426775,0.30746022
6.92,-71.54032,0.5570733,0.0043077897,0.29733834
6.93,-72.15671,0.5485073,0.020540714,0.3002589
6.94,-72.66098,0.5489892,0.0022937339,0.30744138
6.95,-72.39429,0.54925144,0.042167455,0.3045664
6.96,-72.70299,0.544516,0.03749812,0.30162504
6.97,-71.035965,0.55081433,0.03315362,0.30690798
6.98,-73.13017,0.5482017,0.020567533,0.29947746
6.99,-72.66557,0.5448072,0.046367005,0.30997583
7.0,-73.122765,0.5462914,0.037684403,0.31347767
7.01,-70.9533,0.53569996,0.0051549366,0.3082114
7.02,-73.700615,0.5304759,0.028509982,0.31102782
7.03,-71.68366,0.5332785,0.019574039,0.30127853
7.04,-74.494705,0.5458204,0.04426834,0.3039529
7.05,-71.75309,0.542755,0.007946941,0.30839637
7.06,-73.28983,0.5331887,0.027943319,0.30467203
7.07,-72.149765,0.53920096,0.013110394,0.30678895
7.08,-72.2888,0.5379297,0.0386078,0.30093563
7.09,-70.96105,0.54033947,0.02205439,0.31348535
7.1,-68.443306,0.54147923,0.025906336,0.3101968
7.11,-70.3226,0.53473204,0.023161355,0.3160139
7.12,-72.392395,0.53103906,0.020831257,0.31429926
7.13,-70.474045,0.5326746,0.026315086,0.3129373
7.14,-71.720085,0.52987164,0.022321856,0.3175628
7.15,-70.50922,0.53204334,0.019347737,0.31643847
7.16,-71.0212,0.5346148,0.037992775,0.31780237
7.17,-70.18866,0.53910553,0.0128340125,0.31404254
7.18,-72.10156,0.52306247,0.015731234,0.32331297
7.19,-73.75187,0.53760093,0.0,0.31066522
7.2,-71.773186,0.5345865,0.038384266,0.31316334
7.21,-74.45984,0.53169465,0.00930607,0.3200178
7.22,-72.69117,0.5305094,0.039820142,0.3110011
7.23,-73.566536,0.53647405,0.015416387,0.32177016
7.24,-73.88329,0.5332111,0.029973783,0.32322773
7.25,-72.85251,0.52621216,0.0012886412,0.32845938
7.26,-73.21524,0.5222334,0.00914246,0.3188159
7.27,-69.55493,0.52851415,0.0063921968,0.32349473
7.28,-69.31042,0.53129745,0.024734156,0.31489715
7.29,-70.16533,0.5210983,0.012073736,0.3187706
7.3,-73.34855,0.54039603,0.016966997,0.31469592
7.31,-74.44295,0.5292203,0.02910829,0.32086927
7.32,-69.68401,0.5212951,0.041907243,0.31928617
7.33,-69.36764,0.51768017,0.010293787,0.32908377
7.34,-71.987076,0.52121246,0.021092985,0.32832378
7.35,-72.529366,0.5258233,0.03633795,0.32228494
7.36,-72.26776,0.5229474,0.018303026,0.33024642
7.37,-72.80039,0.5245474,0.03746599,0.3271519
7.38,-70.65003,0.52554876,0.027434869,0.32677805
7.39,-71.525345,0.5202395,0.004764581,0.3363726
7.4,-71.42018,0.5289588,0.024706405,0.33365923
7.41,-72.86444,0.5148916,0.028918933,0.33060524
7.42,-73.334015,0.52628607,0.05070588,0.329385
7.43,-70.34145,0.5186634,0.022563534,0.33060125
7.44,-71.37754,0.515612,0.029825548,0.33124802
7.45,-73.88784,0.521553,0.036634244,0.335338
7.46,-74.86415,0.5204397,0.025953718,0.32868987
7.47,-72.78158,0.51938003,0.017604478,0.3400472
7.48,-71.70167,0.5210139,0.01621722,0.33669123
7.49,-70.53422,0.5233717,0.046997167,0.33015814
7.5,-70.79868,0.50983244,0.017711781,0.33142972
7.51,-71.63919,0.5153862,0.03703984,0.3347065
7.52,-68.33152,0.5183933,0.0411743,0.33858708
7.53,-72.324326,0.5245747,0.035467487,0.34143695
7.54,-71.15328,0.5157198,0.044261612,0.3412257
7.55,-70.42869,0.5154089,0.018960843,0.33665904
7.56,-71.289764,0.5212771,0.008307684,0.34010196
7.57,-70.028946,0.5118992,0.025278458,0.3368188
7.58,-72.83752,0.51230854,0.030102383,0.3457489
7.59,-72.337265,0.51235855,0.038761288,0.3392533
7.6,-72.60975,0.5193584,0.031066827,0.341551
7.61,-69.43208,0.5190591,0.015945368,0.34659278
7.62,-73.00635,0.5091308,0.03091744,0.33475047
7.63,-71.36239,0.5135484,0.009936028,0.3386813
7.64,-71.12772,0.5089601,0.0,0.35222217
7.65,-71.52516,0.50879055,0.009858354,0.34581155
7.66,-69.8848,0.50924563,0.005938269,0.35167918
7.67,-73.057884,0.50620246,0.0155075155,0.34350514
7.68,-71.846,0.50144726,0.027466446,0.3432457
7.69,-72.64344,0.50525373,0.026180167,0.34807682
7.7,-72.600006,0.5084111,0.025304474,0.3478295
7.71,-72.57339,0.508066,0.034239955,0.34261274
7.72,-71.3376,0.5047181,0.041314032,0.34893763
7.73,-73.97406,0.51089567,0.011025715,0.3422607
7.74,-72.23763,0.4957131,0.031637494,0.343754
7.75,-69.79769,0.4963347,0.0,0.34926072
7.76,-72.01179,0.5097368,0.03124832,0.3442601
7.77,-69.61831,0.5054951,0.015696457,0.34140792
7.78,-69.113304,0.50036746,0.025183072,0.34356472
7.79,-71.49623,0.5073258,0.03995397,0.35423085
7.8,-69.11512,0.50301176,0.025803812,0.3490986
7.81,-70.45733,0.49956307,0.0,0.35633796
7.82,-69.601456,0.4935304,0.05712756,0.35794786
7.83,-69.75292,0.4934509,0.051391244,0.3477138
7.84,-69.21761,0.49389866,0.010827967,0.3574596
7.85,-70.47084,0.50120145,0.025923964,0.34934404
7.86,-73.10309,0.49866834,0.017611459,0.3565846
7.87,-71.08469,0.49481758,0.027253818,0.3569767
7.88,-73.275505,0.50192916,0.034846615,0.35980436
7.89,-73.4372,0.49936622,0.0125758415,0.35859707
7.9,-70.07294,0.5062258,0.0,0.35657492
7.91,-71.05853,0.50030476,0.022726184,0.3460606
7.92,-71.85998,0.49194324,0.0,0.35319442
7.93,-70.116646,0.49494848,0.009918889,0.35294476
7.94,-72.70145,0.5000476,0.036508325,0.35737073
7.95,-71.86122,0.49445608,0.018291691,0.35673386
7.96,-66.54813,0.4951016,0.037524328,0.3708733
7.97,-69.65276,0.4946203,0.027611468,0.35932332
7.98,-73.24234,0.49268103,0.00472486,0.36439952
7.99,-72.45093,0.4861132,0.013144444,0.36198187
8.0,-71.58241,0.50170237,0.0,0.35240197
8.01,-70.885376,0.49530423,0.037182663,0.35714608
8.02,-71.61704,0.49441615,0.024074387,0.3593439
8.03,-69.16983,0.49789658,0.011733454,0.3600777
8.04,-73.07978,0.49913773,0.025234908,0.36646077
8.05,-70.68676,0.48307613,0.0546671,0.3667193
8.06,-70.02988,0.48548436,0.004224088,0.36462352
8.07,-69.38339,0.48512718,0.043574803,0.36781552
8.08,-71.89631,0.48403668,0.0052977335,0.35936964
8.09,-72.11649,0.4852558,0.0,0.36273813
8.1,-72.244835,0.48596132,0.03695299,0.37108368
8.11,-72.45939,0.4813283,0.0278675,0.372345
8.12,-68.069046,0.49010924,0.027129285,0.37057173
8.13,-71.90602,0.4841261,0.053691745,0.37582746
8.14,-68.62491,0.4939497,0.014961923,0.36827058
8.15,-71.28607,0.48354366,0.027906723,0.37647566
8.16,-71.65644,0.48478812,0.04368913,0.3686652
8.17,-70.87709,0.4786592,0.026478812,0.3763868
8.18,-70.52769,0.48201174,0.02018337,0.37538558
8.19,-69.869225,0.48739687,0.030423913,0.36513624
8.2,-72.82691,0.47587132,0.007316308,0.36471638
8.21,-68.03363,0.4733392,0.03938806,0.36712036
8.22,-69.77105,0.48607892,0.024769899,0.37759385
8.23,-70.5506,0.47391498,0.0,0.3702205
8.24,-70.736855,0.48909518,0.027143924,0.3689398
8.25,-71.73306,0.48312616,0.024458168,0.3681178
8.26,-70.4905,0.48236477,0.015132345,0.38341892
8.27,-69.00882,0.480328,0.0063282046,0.37162477
8.28,-67.20554,0.4847327,0.013444567,0.37930635
8.29,-70.54311,0.48072103,0.018998612,0.3729961
8.3,-70.35185,0.4840808,0.027198762,0.36867815
8.31,-69.8344,0.48551857,0.036995906,0.38108683
8.32,-71.80594,0.48183104,0.0066452026,0.3794566
8.33,-71.5002,0.47995922,0.028658705,0.37569007
8.34,-69.95271,0.48153597,0.024023246,0.38046277
8.35,-68.80968,0.47317648,0.012885864,0.37768975
8.36,-70.358315,0.478456,0.019368447,0.38509336
8.37,-69.76745,0.47784913,0.020507568,0.37607038
8.38,-71.0865,0.47043097,0.02432084,0.37661013
8.39,-71.24044,0.47331256,0.0269641,0.37662804
8.4,-69.55418,0.48160678,0.041433074,0.37870672
8.41,-70.73454,0.47112906,0.025618337,0.3775188
8.42,-69.15535,0.481375,0.03326485,0.37701207
8.43,-69.77503,0.47895378,0.0,0.3774609
8.44,-69.44926,0.48067972,0.01757096,0.38021988
8.45,-70.762215,0.4754716,0.04841306,0.3952984
8.46,-68.65016,0.48341727,0.045176454,0.37857077
8.47,-71.08973,0.46874857,0.0,0.37743482
8.48,-69.2211,0.46173698,0.022470523,0.38384062
8.49,-71.47276,0.46781087,0.054998197,0.3790466
8.5,-69.99795,0.47805876,0.011451509,0.38341787
8.51,-69.57057,0.46916667,0.016767,0.3845912
8.52,-70.99116,0.47502288,0.026887044,0.38058534
8.53,-69.715935,0.4651211,0.011564836,0.3770618
8.54,-65.44402,0.46443918,0.011678593,0.36789158
8.55,-70.20076,0.47240296,0.028774887,0.38829985
8.56,-71.12801,0.470543,0.055977304,0.39288405
8.57,-67.48404,0.47462386,0.045532305,0.3907202
8.58,-70.73695,0.46333677,0.02694785,0.38861707
8.59,-70.191475,0.46234718,0.04529482,0.39689556
8.6,-71.03275,0.4639079,0.031230692,0.38924748
8.61,-71.07944,0.46605396,0.03162992,0.39603737
8.62,-69.98296,0.4640468,0.03950684,0.3845345
8.63,-69.268105,0.46757427,0.0555244,0.3870168
8.64,-70.970184,0.47539327,0.04420119,0.3934403
8.65,-68.34083,0.46751204,0.037393495,0.39277846
8.66,-69.41243,0.4522977,0.049374342,0.39219388
8.67,-70.40913,0.46754262,0.015908426,0.39410362
8.68,-71.9892,0.4593615,0.0043293647,0.3888301
8.69,-67.88833,0.47214842,0.014187831,0.39557746
8.7,-68.913055,0.46343166,0.05887354,0.39210865
8.71,-68.750084,0.46282908,0.027381198,0.38281277
8.72,-70.361755,0.4565758,0.040056586,0.39985448
8.73,-67.74413,0.45419365,0.04189473,0.3972525
8.74,-69.05134,0.45314455,0.048048228,0.3984305
8.75,-69.652016,0.45950192,0.029746434,0.40475127
8.76,-68.622025,0.46423277,0.04586424,0.3967646
8.77,-69.01842,0.45849416,0.028611463,0.3951744
8.78,-70.55223,0.46655703,0.02340937,0.38842654
8.79,-69.383644,0.45879063,0.042376336,0.38979498
8.8,-65.64533,0.46886936,0.012815336,0.38339207
8.81,-69.57117,0.4484352,0.015391492,0.39702773
8.82,-69.32731,0.46499982,0.027426334,0.40130585
8.83,-67.93986,0.46076116,0.04044045,0.40217358
8.84,-67.70775,0.45575145,0.057706915,0.4000295
8.85,-69.06012,0.45905533,0.023273857,0.391713
8.86,-66.58708,0.46709287,0.02955209,0.39564228
8.87,-66.389206,0.4520187,0.037312508,0.40460914
8.88,-70.16191,0.4625593,0.026473418,0.39630675
8.89,-70.260345,0.44775957,0.011686662,0.40236828
8.9,-69.42287,0.4619848,0.051662914,0.40769094
8.91,-66.28468,0.46255907,0.018006813,0.394092
8.92,-64.07689,0.45116007,0.054623567,0.3906392
8.93,-68.933174,0.45922202,0.028966017,0.39579818
8.94,-65.79863,0.4468559,0.0022094045,0.40188658
8.95,-67.339676,0.45018962,0.019983124,0.4064102
8.96,-66.36168,0.45134497,0.0705359,0.39776483
8.97,-69.11189,0.4532715,0.025617592,0.40530503
8.98,-69.142784,0.4535126,0.027416987,0.40777206
8.99,-69.62744,0.45380342,0.008165471,0.40374857
9.0,-68.73666,0.45644018,0.027972413,0.40737665
9.01,-68.44018,0.45659176,0.027075524,0.4031232
9.02,-71.03132,0.4561209,0.054040663,0.40877578
9.03,-69.631004,0.45190743,0.04830533,0.4056512
9.04,-69.03696,0.45626956,0.044246584,0.40957192
9.05,-66.9635,0.45414624,0.025481673,0.39324033
9.06,-69.31852,0.4548969,0.022083223,0.40974888
9.07,-69.74396,0.44931206,0.01471385,0.4048168
9.08,-66.96429,0.4549418,0.04133648,0.40772662
9.09,-66.94741,0.4486045,0.039910264,0.40331414
9.1,-69.39219,0.45021343,0.035174813,0.4093722
9.11,-69.105385,0.45166638,0.04699124,0.41050068
9.12,-69.04776,0.44641292,0.019947143,0.41119
9.13,-69.172554,0.45273918,0.014257317,0.4176459
9.14,-68.857895,0.449726,0.05134783,0.4145444
9.15,-67.935265,0.44196266,0.049378555,0.4092187
9.16,-67.87441,0.4567262,0.03159932,0.411603
9.17,-67.67331,0.44741842,0.022744507,0.4124203
9.18,-69.40308,0.44297138,0.028277386,0.4068581
9.19,-69.289604,0.45056057,0.020007048,0.4075333
9.2,-70.712555,0.4490873,0.020021347,0.4172282
9.21,-67.462166,0.44092014,0.04247944,0.41181755
9.22,-66.537094,0.44465077,0.038219735,0.4156235
9.23,-68.87591,0.4397561,0.028568072,0.4062611
9.24,-66.4987,0.44450262,0.031497765,0.4222474
9.25,-68.49465,0.44298267,0.06547667,0.4043999
9.26,-65.85228,0.43979985,0.027160706,0.40557644
9.27,-67.32251,0.4481529,0.034929704,0.41281968
9.28,-70.42685,0.4457133,0.044685744,0.4230715
9.29,-67.58322,0.44479296,0.04400741,0.4144962
9.3,-67.829544,0.44922525,0.0052447226,0.41487992
9.31,-69.13896,0.445238,0.034247648,0.41978472
9.32,-69.12591,0.4457071,0.048068047,0.418115
9.33,-64.60183,0.45014396,0.015897924,0.42109573
9.34,-69.359795,0.44694462,0.06019913,0.4205035
9.35,-69.97224,0.43945706,0.020762876,0.41868338
9.36,-67.688675,0.44209033,0.032259263,0.42706278
9.37,-67.92001,0.44049904,0.035724077,0.41865596
9.38,-67.864876,0.43705186,0.05915279,0.41606843
9.39,-68.58453,0.44608945,0.054715622,0.419891
9.4,-68.08699,0.44178435,0.041051567,0.4180123
9.41,-65.186844,0.44455367,0.015971458,0.4124971
9.42,-66.22379,0.44305944,0.024491774,0.42920303
9.43,-65.13774,0.4374005,0.04820863,0.4182814
9.44,-69.014046,0.43428415,0.021174196,0.41326413
9.45,-67.33996,0.4410555,0.033597242,0.4181004
9.46,-68.689156,0.4385315,0.055343673,0.4287456
9.47,-70.95014,0.43895072,0.0,0.41826952
9.48,-68.5225,0.43467063,0.04436188,0.42567536
9.49,-65.93557,0.43585718,0.03709699,0.4203859
9.5,-66.308426,0.44063398,0.03831535,0.41295174
9.51,-66.93214,0.4314695,0.019692106,0.42291427
9.52,-68.56119,0.43129355,0.0092901345,0.41975412
9.53,-68.770096,0.4353966,0.046782807,0.42447153
9.54,-68.4079,0.43631634,0.009041989,0.42977378
9.55,-66.817924,0.4378373,0.016846713,0.41766873
9.56,-68.72002,0.43012878,0.058930174,0.42086157
9.57,-66.10297,0.43602508,0.03468799,0.4228658
9.58,-67.91339,0.4362302,0.0094712,0.42056963
9.59,-65.35241,0.43555638,0.02982742,0.42601225
9.6,-67.63804,0.43535516,0.01989861,0.42992088
9.61,-64.203285,0.43400332,0.01957856,0.42964926
9.62,-68.13872,0.4294948,0.044697136,0.4275842
9.63,-65.977615,0.43009704,0.042509295,0.42426398
9.64,-68.9269,0.4298643,0.052438416,0.42841715
9.65,-68.55732,0.43527174,0.032596078,0.42887598
9.66,-70.067406,0.43086126,0.035695326,0.4252604
9.67,-70.27918,0.4269817,0.07132372,0.4243014
9.68,-66.923676,0.43392327,0.040047962,0.42973843
9.69,-69.89612,0.43416145,0.0045589358,0.43088695
9.7,-67.90556,0.43868008,0.05197045,0.4291723
9.71,-70.30012,0.43392116,0.04018111,0.43041697
9.72,-65.95071,0.43226534,0.024994288,0.42557082
9.73,-69.011894,0.42587027,0.047485873,0.42918527
9.74,-66.856834,0.4413882,0.0368153,0.42545167
9.75,-68.8233,0.4321362,0.023869447,0.43580386
9.76,-67.91303,0.437661,0.017003011,0.42465502
9.77,-66.76652,0.43272632,0.03584419,0.4371309
9.78,-69.01701,0.425685,0.042257927,0.4344877
9.79,-66.43629,0.43283007,0.020341981,0.4304854
9.8,-68.61368,0.43067992,0.012081919,0.42478043
9.81,-64.63034,0.43106583,0.05013176,0.42974028
9.82,-68.989334,0.43538636,0.056031667,0.43032956
9.83,-66.254944,0.42307624,0.027839184,0.44076115
9.84,-64.27826,0.434858,0.035412785,0.43698752
9.85,-68.10841,0.4208758,0.046079077,0.43423858
9.86,-65.43529,0.42661497,0.042022694,0.43135762
9.87,-66.4393,0.42170927,0.06427915,0.43458423
9.88,-67.85796,0.4346525,0.045012355,0.42892817
9.89,-67.89122,0.42560083,0.0410478,0.42722568
9.9,-69.382,0.42689487,0.05421404,0.4488332
9.91,-64.91818,0.4237297,0.060077652,0.43583518
9.92,-66.38978,0.4240719,0.04297471,0.42662737
9.93,-66.60208,0.42374018,0.057130158,0.43713528
9.94,-64.65407,0.42905232,0.03820446,0.43078443
9.95,-66.45741,0.4332607,0.02269369,0.4356399
9.96,-65.43728,0.42420518,0.01503999,0.4406701
9.97,-65.26191,0.42647716,0.06377871,0.4369053
9.98,-67.2298,0.4313355,0.028771158,0.43468112
9.99,-65.84842,0.42260587,0.04212633,0.43989703
10.0,-65.144165,0.41944584,0.020235,0.44258317
10.01,-66.17114,0.4314136,0.063303046,0.44133937
10.02,-67.91069,0.4259702,0.04062637,0.44289652
10.03,-66.00896,0.4205748,0.017098134,0.43827972
10.04,-65.9175,0.42281786,0.043751553,0.43163928
10.05,-66.437874,0.41610745,0.042354822,0.43817776
10.06,-68.53398,0.4256595,0.0146135595,0.4410132
10.07,-67.677704,0.4198771,0.059682786,0.4327642
